1002,YER061C,0.965784939,1003,YER074W
4568,YIL045W,0.980598273,4569,YIL047C
4568,YIL045W,0.951183429,4570,YCONTROLAF
4568,YIL045W,0.949514411,4572,YCONTROL77
4569,YIL047C,0.955997110,4570,YCONTROLAF
4569,YIL047C,0.969347182,4572,YCONTROL77
4570,YCONTROLAF,0.978735386,4572,YCONTROL77
4574,YCONTROL04,0.893783123,4575,YCONTROL98
4574,YCONTROL04,0.981951636,4576,YCONTROLAF
4575,YCONTROL98,0.919363604,4576,YCONTROLAF
457,YBL057C,0.973430750,458,YBL059C-A
457,YBL057C,0.969784099,459,YBL060W
4580,YCONTROL04,0.901586485,4581,YCONTROL98
4580,YCONTROL04,0.918093170,4582,YCONTROLAF
4581,YCONTROL98,0.953220789,4582,YCONTROLAF
4587,YCONTROL98,0.927605788,4588,YCONTROLAF
458,YBL059C-A,0.930190222,459,YBL060W
4592,YCONTROL04,0.915954058,4598,YJL136C
4592,YCONTROL04,0.922545835,4599,YJL138C
4593,YCONTROL98,0.916032897,4595,YJL130C
4593,YCONTROL98,0.933340316,4598,YJL136C
4593,YCONTROL98,0.940000608,4599,YJL138C
4595,YJL130C,0.921153264,4598,YJL136C
4595,YJL130C,0.931403846,4599,YJL138C
4598,YJL136C,0.937471662,4599,YJL138C
45,YBL037W,0.874851514,46,YBL039C
45,YBL037W,0.907773482,47,YBL041W
45,YBL037W,0.932949735,48,YBL043W
45,YBL037W,0.875399589,49,YBR223C
45,YBL037W,0.952026824,50,YBR225W
4610,YJL184W,0.923388187,4611,YJL186W
461,YBL064C,0.985736685,462,YBL066C
4625,YKL146W,0.966660533,4626,YKL148C
4625,YKL146W,0.976952405,4627,YKL150W
4625,YKL146W,0.919256064,4628,YKL152C
4626,YKL148C,0.984854814,4627,YKL150W
4627,YKL150W,0.881374768,4628,YKL152C
4632,YKL171W,0.907346557,4634,YKL175W
4655,YLR153C,0.893648587,4660,YLR173W
4656,YLR155C,0.997099545,4657,YLR157C
4656,YLR155C,0.978650002,4658,YLR157C-B
4656,YLR155C,0.941098837,4659,YLR159W
4657,YLR157C,0.976824621,4658,YLR157C-B
4657,YLR157C,0.941828387,4659,YLR159W
4658,YLR157C-B,0.911914846,4659,YLR159W
4659,YLR159W,0.910382720,4660,YLR173W
4667,YML010W,0.904569894,4672,YML030W
4668,YML011C,0.950910179,4672,YML030W
4668,YML011C,0.885529612,4673,YML032C
4668,YML011C,0.959213296,4674,YML035C
466,YBL086C,0.886640334,467,YBL088C
466,YBL086C,0.935463750,468,YBL090W
466,YBL086C,0.940692893,469,YBL101W-B
4672,YML030W,0.974122258,4674,YML035C
4677,YML040W,0.883134059,4678,YML053C
4677,YML040W,0.962973890,4680,YML057W
4677,YML040W,0.934014225,4681,YML058W
4678,YML053C,0.898311637,4679,YML055W
4678,YML053C,0.910633479,4681,YML058W
467,YBL088C,0.945112210,468,YBL090W
467,YBL088C,0.874906371,469,YBL101W-B
4680,YML057W,0.969096637,4681,YML058W
4686,YML079W,0.920582093,4687,YML081C-A
468,YBL090W,0.959102014,469,YBL101W-B
4693,YMR241W,0.948844690,4694,YMR243C
4708,YMR304W,0.919793879,4710,YMR307W
4708,YMR304W,0.970452095,4712,YMR311C
4708,YMR304W,0.945647924,4714,YNL284C-B
4708,YMR304W,0.907673375,4715,YNL286W
4710,YMR307W,0.920193724,4712,YMR311C
4710,YMR307W,0.875741961,4715,YNL286W
4710,YMR307W,0.918336582,4716,YNL288W
4712,YMR311C,0.965859459,4714,YNL284C-B
4712,YMR311C,0.889728750,4715,YNL286W
471,YBL105C,0.898281268,472,YBL107C
471,YBL105C,0.961919851,474,YBL111C
471,YBL105C,0.926648609,475,YBR012C
471,YBL105C,0.965597108,476,YBR012W-B
471,YBL105C,0.921663033,478,YBR016W
471,YBL105C,0.923465538,479,YBR018C
471,YBL105C,0.974362128,481,YCL019W
471,YBL105C,0.941057816,482,YCL022C
4729,YNL338W,0.898580507,4730,YNR001C
472,YBL107C,0.916195492,474,YBL111C
472,YBL107C,0.874063057,475,YBR012C
472,YBL107C,0.898507320,476,YBR012W-B
472,YBL107C,0.909180514,478,YBR016W
472,YBL107C,0.945233625,479,YBR018C
472,YBL107C,0.875170241,480,YBR020W
472,YBL107C,0.905119876,481,YCL019W
472,YBL107C,0.918690480,482,YCL022C
4730,YNR001C,0.904068614,4732,YNR017W
4731,YNR003C,0.940934330,4732,YNR017W
4731,YNR003C,0.946467844,4734,YNR021W
4732,YNR017W,0.924747591,4734,YNR021W
4733,YNR019W,0.877203140,4735,YNR023W
4738,YOR080W,0.952387046,4739,YOR082C
4738,YOR080W,0.900555711,4740,YOR084W
4738,YOR080W,0.955553786,4741,YOR086C
4738,YOR080W,0.903225480,4742,YOR088W
4738,YOR080W,0.973902870,4743,YOR090C
4738,YOR080W,0.937294192,4744,YOR104W
4738,YOR080W,0.938896564,4745,YOR106W
4738,YOR080W,0.970402973,4746,YOR108W
4738,YOR080W,0.963439417,4747,YOR110W
4738,YOR080W,0.969297804,4748,YOR112W
4738,YOR080W,0.947576017,4749,YOR114W
4738,YOR080W,0.969746061,4750,YOR128C
4738,YOR080W,0.982992718,4756,YOR150W
4738,YOR080W,0.938289070,4757,YOR152C
4738,YOR080W,0.937272820,4759,YOR156C
4738,YOR080W,0.961168348,4760,YOR158W
4738,YOR080W,0.965283102,4761,YOR160W
4738,YOR080W,0.953768583,4763,YPL063W
4739,YOR082C,0.987777911,4740,YOR084W
4739,YOR082C,0.987205602,4741,YOR086C
4739,YOR082C,0.987916493,4742,YOR088W
4739,YOR082C,0.993328475,4743,YOR090C
4739,YOR082C,0.948920503,4744,YOR104W
4739,YOR082C,0.933201564,4745,YOR106W
4739,YOR082C,0.932067239,4746,YOR108W
4739,YOR082C,0.992482690,4747,YOR110W
4739,YOR082C,0.979745502,4748,YOR112W
4739,YOR082C,0.980511707,4749,YOR114W
4739,YOR082C,0.987867687,4750,YOR128C
4739,YOR082C,0.966812932,4751,YOR130C
4739,YOR082C,0.896844129,4752,YOR132W
4739,YOR082C,0.939204837,4753,YOR134W
4739,YOR082C,0.889526291,4754,YOR136W
4739,YOR082C,0.955961281,4755,YOR138C
4739,YOR082C,0.952563192,4756,YOR150W
4739,YOR082C,0.992250113,4757,YOR152C
4739,YOR082C,0.900387008,4758,YOR154W
4739,YOR082C,0.968015975,4759,YOR156C
4739,YOR082C,0.991127804,4760,YOR158W
4739,YOR082C,0.971968805,4761,YOR160W
4739,YOR082C,0.913338456,4762,YPL061W
4739,YOR082C,0.994659806,4763,YPL063W
4740,YOR084W,0.974897870,4741,YOR086C
4740,YOR084W,0.995665515,4742,YOR088W
4740,YOR084W,0.970120677,4743,YOR090C
4740,YOR084W,0.924332005,4744,YOR104W
4740,YOR084W,0.908510342,4745,YOR106W
4740,YOR084W,0.878940845,4746,YOR108W
4740,YOR084W,0.973820325,4747,YOR110W
4740,YOR084W,0.950055599,4748,YOR112W
4740,YOR084W,0.961273219,4749,YOR114W
4740,YOR084W,0.965293203,4750,YOR128C
4740,YOR084W,0.977075551,4751,YOR130C
4740,YOR084W,0.935533241,4752,YOR132W
4740,YOR084W,0.957266292,4753,YOR134W
4740,YOR084W,0.900404011,4754,YOR136W
4740,YOR084W,0.976678687,4755,YOR138C
4740,YOR084W,0.905601840,4756,YOR150W
4740,YOR084W,0.977894837,4757,YOR152C
4740,YOR084W,0.930056325,4758,YOR154W
4740,YOR084W,0.951561379,4759,YOR156C
4740,YOR084W,0.972967478,4760,YOR158W
4740,YOR084W,0.949145857,4761,YOR160W
4740,YOR084W,0.941375795,4762,YPL061W
4740,YOR084W,0.983807819,4763,YPL063W
4741,YOR086C,0.970451399,4742,YOR088W
4741,YOR086C,0.985191245,4743,YOR090C
4741,YOR086C,0.949352575,4744,YOR104W
4741,YOR086C,0.935102166,4745,YOR106W
4741,YOR086C,0.935628712,4746,YOR108W
4741,YOR086C,0.977118950,4747,YOR110W
4741,YOR086C,0.969941617,4748,YOR112W
4741,YOR086C,0.964439983,4749,YOR114W
4741,YOR086C,0.977664675,4750,YOR128C
4741,YOR086C,0.922045063,4751,YOR130C
4741,YOR086C,0.923979571,4753,YOR134W
4741,YOR086C,0.878809148,4754,YOR136W
4741,YOR086C,0.930813607,4755,YOR138C
4741,YOR086C,0.950170797,4756,YOR150W
4741,YOR086C,0.977744174,4757,YOR152C
4741,YOR086C,0.875176110,4758,YOR154W
4741,YOR086C,0.957733566,4759,YOR156C
4741,YOR086C,0.993603677,4760,YOR158W
4741,YOR086C,0.990783711,4761,YOR160W
4741,YOR086C,0.879443813,4762,YPL061W
4741,YOR086C,0.991007252,4763,YPL063W
4742,YOR088W,0.968890602,4743,YOR090C
4742,YOR088W,0.904809847,4744,YOR104W
4742,YOR088W,0.913205517,4745,YOR106W
4742,YOR088W,0.880390487,4746,YOR108W
4742,YOR088W,0.973574902,4747,YOR110W
4742,YOR088W,0.945824618,4748,YOR112W
4742,YOR088W,0.964392742,4749,YOR114W
4742,YOR088W,0.965891063,4750,YOR128C
4742,YOR088W,0.978578179,4751,YOR130C
4742,YOR088W,0.950449778,4752,YOR132W
4742,YOR088W,0.975171078,4753,YOR134W
4742,YOR088W,0.924107563,4754,YOR136W
4742,YOR088W,0.985361109,4755,YOR138C
4742,YOR088W,0.914783361,4756,YOR150W
4742,YOR088W,0.978448281,4757,YOR152C
4742,YOR088W,0.948438901,4758,YOR154W
4742,YOR088W,0.954154227,4759,YOR156C
4742,YOR088W,0.970862160,4760,YOR158W
4742,YOR088W,0.941768627,4761,YOR160W
4742,YOR088W,0.955575512,4762,YPL061W
4742,YOR088W,0.985108419,4763,YPL063W
4743,YOR090C,0.963238881,4744,YOR104W
4743,YOR090C,0.954517182,4745,YOR106W
4743,YOR090C,0.962082127,4746,YOR108W
4743,YOR090C,0.988884910,4747,YOR110W
4743,YOR090C,0.991618142,4748,YOR112W
4743,YOR090C,0.987543835,4749,YOR114W
4743,YOR090C,0.986477343,4750,YOR128C
4743,YOR090C,0.944647849,4751,YOR130C
4743,YOR090C,0.914621345,4753,YOR134W
4743,YOR090C,0.931429753,4755,YOR138C
4743,YOR090C,0.968687726,4756,YOR150W
4743,YOR090C,0.986927468,4757,YOR152C
4743,YOR090C,0.879219096,4758,YOR154W
4743,YOR090C,0.980693493,4759,YOR156C
4743,YOR090C,0.991304322,4760,YOR158W
4743,YOR090C,0.977020375,4761,YOR160W
4743,YOR090C,0.880442958,4762,YPL061W
4743,YOR090C,0.986651176,4763,YPL063W
4744,YOR104W,0.916426277,4745,YOR106W
4744,YOR104W,0.951607286,4746,YOR108W
4744,YOR104W,0.941158994,4747,YOR110W
4744,YOR104W,0.980681346,4748,YOR112W
4744,YOR104W,0.943019155,4749,YOR114W
4744,YOR104W,0.952253931,4750,YOR128C
4744,YOR104W,0.898997107,4751,YOR130C
4744,YOR104W,0.899399795,4756,YOR150W
4744,YOR104W,0.952361390,4757,YOR152C
4744,YOR104W,0.947693615,4759,YOR156C
4744,YOR104W,0.966330279,4760,YOR158W
4744,YOR104W,0.938319255,4761,YOR160W
4744,YOR104W,0.938054992,4763,YPL063W
4745,YOR106W,0.947051569,4746,YOR108W
4745,YOR106W,0.913664921,4747,YOR110W
4745,YOR106W,0.953057654,4748,YOR112W
4745,YOR106W,0.971293584,4749,YOR114W
4745,YOR106W,0.936750607,4750,YOR128C
4745,YOR106W,0.876555530,4751,YOR130C
4745,YOR106W,0.890402543,4753,YOR134W
4745,YOR106W,0.878441446,4755,YOR138C
4745,YOR106W,0.907350187,4756,YOR150W
4745,YOR106W,0.920582066,4757,YOR152C
4745,YOR106W,0.875869861,4758,YOR154W
4745,YOR106W,0.974954564,4759,YOR156C
4745,YOR106W,0.948978141,4760,YOR158W
4745,YOR106W,0.913148426,4761,YOR160W
4745,YOR106W,0.923682768,4763,YPL063W
4746,YOR108W,0.922983140,4747,YOR110W
4746,YOR108W,0.966841940,4748,YOR112W
4746,YOR108W,0.957589364,4749,YOR114W
4746,YOR108W,0.944008308,4750,YOR128C
4746,YOR108W,0.946783544,4756,YOR150W
4746,YOR108W,0.932167889,4757,YOR152C
4746,YOR108W,0.959635562,4759,YOR156C
4746,YOR108W,0.951156339,4760,YOR158W
4746,YOR108W,0.935305405,4761,YOR160W
4746,YOR108W,0.922069518,4763,YPL063W
4747,YOR110W,0.975509690,4748,YOR112W
4747,YOR110W,0.961695131,4749,YOR114W
4747,YOR110W,0.986565949,4750,YOR128C
4747,YOR110W,0.958216939,4751,YOR130C
4747,YOR110W,0.916755158,4753,YOR134W
4747,YOR110W,0.877604878,4754,YOR136W
4747,YOR110W,0.930540594,4755,YOR138C
4747,YOR110W,0.968219964,4756,YOR150W
4747,YOR110W,0.982327936,4757,YOR152C
4747,YOR110W,0.949658180,4759,YOR156C
4747,YOR110W,0.979860043,4760,YOR158W
4747,YOR110W,0.970909040,4761,YOR160W
4747,YOR110W,0.911618198,4762,YPL061W
4747,YOR110W,0.992245650,4763,YPL063W
4748,YOR112W,0.977221242,4749,YOR114W
4748,YOR112W,0.974937024,4750,YOR128C
4748,YOR112W,0.932432173,4751,YOR130C
4748,YOR112W,0.873264637,4753,YOR134W
4748,YOR112W,0.905767616,4755,YOR138C
4748,YOR112W,0.952233877,4756,YOR150W
4748,YOR112W,0.983088803,4757,YOR152C
4748,YOR112W,0.978846009,4759,YOR156C
4748,YOR112W,0.987486745,4760,YOR158W
4748,YOR112W,0.958241076,4761,YOR160W
4748,YOR112W,0.970086103,4763,YPL063W
4749,YOR114W,0.969387360,4750,YOR128C
4749,YOR114W,0.943393242,4751,YOR130C
4749,YOR114W,0.896298846,4752,YOR132W
4749,YOR114W,0.927109293,4753,YOR134W
4749,YOR114W,0.879112192,4754,YOR136W
4749,YOR114W,0.941097489,4755,YOR138C
4749,YOR114W,0.938160382,4756,YOR150W
4749,YOR114W,0.972897837,4757,YOR152C
4749,YOR114W,0.907808437,4758,YOR154W
4749,YOR114W,0.989123180,4759,YOR156C
4749,YOR114W,0.975375156,4760,YOR158W
4749,YOR114W,0.946800302,4761,YOR160W
4749,YOR114W,0.877025052,4762,YPL061W
4749,YOR114W,0.963183360,4763,YPL063W
474,YBL111C,0.930323581,475,YBR012C
474,YBL111C,0.961785549,476,YBR012W-B
474,YBL111C,0.915848858,478,YBR016W
474,YBL111C,0.913087509,479,YBR018C
474,YBL111C,0.967931105,481,YCL019W
474,YBL111C,0.914028162,482,YCL022C
4750,YOR128C,0.949126286,4751,YOR130C
4750,YOR128C,0.914024218,4753,YOR134W
4750,YOR128C,0.886902958,4754,YOR136W
4750,YOR128C,0.914538290,4755,YOR138C
4750,YOR128C,0.951415556,4756,YOR150W
4750,YOR128C,0.969281522,4757,YOR152C
4750,YOR128C,0.954892000,4759,YOR156C
4750,YOR128C,0.983997662,4760,YOR158W
4750,YOR128C,0.963417164,4761,YOR160W
4750,YOR128C,0.890948874,4762,YPL061W
4750,YOR128C,0.987653926,4763,YPL063W
4751,YOR130C,0.925206873,4752,YOR132W
4751,YOR130C,0.934756450,4753,YOR134W
4751,YOR130C,0.873915532,4754,YOR136W
4751,YOR130C,0.965529170,4755,YOR138C
4751,YOR130C,0.959587106,4757,YOR152C
4751,YOR130C,0.922134588,4758,YOR154W
4751,YOR130C,0.931201687,4759,YOR156C
4751,YOR130C,0.937413747,4760,YOR158W
4751,YOR130C,0.885412084,4761,YOR160W
4751,YOR130C,0.943562520,4762,YPL061W
4751,YOR130C,0.954103013,4763,YPL063W
4752,YOR132W,0.983012488,4753,YOR134W
4752,YOR132W,0.938138652,4754,YOR136W
4752,YOR132W,0.975586635,4755,YOR138C
4752,YOR132W,0.883805414,4757,YOR152C
4752,YOR132W,0.993397259,4758,YOR154W
4752,YOR132W,0.891847929,4759,YOR156C
4752,YOR132W,0.954340735,4762,YPL061W
4752,YOR132W,0.891387649,4763,YPL063W
4753,YOR134W,0.972191184,4754,YOR136W
4753,YOR134W,0.976744658,4755,YOR138C
4753,YOR134W,0.920851809,4757,YOR152C
4753,YOR134W,0.981185682,4758,YOR154W
4753,YOR134W,0.916241432,4759,YOR156C
4753,YOR134W,0.916335629,4760,YOR158W
4753,YOR134W,0.886783338,4761,YOR160W
4753,YOR134W,0.972000618,4762,YPL061W
4753,YOR134W,0.941877653,4763,YPL063W
4754,YOR136W,0.910327974,4755,YOR138C
4754,YOR136W,0.936726851,4758,YOR154W
4754,YOR136W,0.958258213,4762,YPL061W
4754,YOR136W,0.901157930,4763,YPL063W
4755,YOR138C,0.957782461,4757,YOR152C
4755,YOR138C,0.974905908,4758,YOR154W
4755,YOR138C,0.938694975,4759,YOR156C
4755,YOR138C,0.933362344,4760,YOR158W
4755,YOR138C,0.891720547,4761,YOR160W
4755,YOR138C,0.950246817,4762,YPL061W
4755,YOR138C,0.948028471,4763,YPL063W
4756,YOR150W,0.945407363,4757,YOR152C
4756,YOR150W,0.929860417,4759,YOR156C
4756,YOR150W,0.948668004,4760,YOR158W
4756,YOR150W,0.965179757,4761,YOR160W
4756,YOR150W,0.956483273,4763,YPL063W
4757,YOR152C,0.893141117,4758,YOR154W
4757,YOR152C,0.970846395,4759,YOR156C
4757,YOR152C,0.988489451,4760,YOR158W
4757,YOR152C,0.959873326,4761,YOR160W
4757,YOR152C,0.886196094,4762,YPL061W
4757,YOR152C,0.984617504,4763,YPL063W
4758,YOR154W,0.914570035,4759,YOR156C
4758,YOR154W,0.877026202,4760,YOR158W
4758,YOR154W,0.948570710,4762,YPL061W
4758,YOR154W,0.896698896,4763,YPL063W
4759,YOR156C,0.973238730,4760,YOR158W
4759,YOR156C,0.933340888,4761,YOR160W
4759,YOR156C,0.956615515,4763,YPL063W
475,YBR012C,0.972157636,476,YBR012W-B
475,YBR012C,0.916955162,479,YBR018C
475,YBR012C,0.946051361,481,YCL019W
4760,YOR158W,0.977000901,4761,YOR160W
4760,YOR158W,0.990051364,4763,YPL063W
4761,YOR160W,0.976056031,4763,YPL063W
4761,YOR160W,0.885543980,4764,YPL065W
4762,YPL061W,0.919071188,4763,YPL063W
4769,YPL087W,0.901111008,4771,YPL091W
476,YBR012W-B,0.913501381,478,YBR016W
476,YBR012W-B,0.933912764,479,YBR018C
476,YBR012W-B,0.991315075,481,YCL019W
476,YBR012W-B,0.935753236,482,YCL022C
4778,YPL117C,0.954024444,4779,YPL119C
4778,YPL117C,0.899049122,4780,YPL133C
4778,YPL117C,0.912594678,4781,YPL135W
4779,YPL119C,0.888975839,4780,YPL133C
4779,YPL119C,0.978092664,4781,YPL135W
477,YBR014C,0.912592053,478,YBR016W
477,YBR014C,0.890874658,479,YBR018C
477,YBR014C,0.944454542,482,YCL022C
4786,CAB,0.944655469,4787,RCA
4786,CAB,0.885224802,4788,rbcL
4787,RCA,0.911477173,4788,rbcL
478,YBR016W,0.949908952,479,YBR018C
478,YBR016W,0.877571225,480,YBR020W
478,YBR016W,0.951587075,481,YCL019W
478,YBR016W,0.958684356,482,YCL022C
4797,CAB,0.986720251,4798,CAB
479,YBR018C,0.885602003,480,YBR020W
479,YBR018C,0.943964950,481,YCL019W
479,YBR018C,0.957765589,482,YCL022C
47,YBL041W,0.976265631,48,YBL043W
47,YBL041W,0.953206108,49,YBR223C
47,YBL041W,0.880919045,50,YBR225W
4810,YBL091C,0.962377712,4811,YBL092W
481,YCL019W,0.960264679,482,YCL022C
4821,YBR009C,0.970975152,4822,YBR021W
4829,YCL033C,0.956788988,4830,YCL035C
4845,YCR018C-A,0.962346231,4846,YCR028C-A
4845,YCR018C-A,0.929561619,4847,YCR031C
4845,YCR018C-A,0.952808829,4848,YCR033W
4846,YCR028C-A,0.973359231,4847,YCR031C
4846,YCR028C-A,0.983152543,4848,YCR033W
4847,YCR031C,0.942967480,4848,YCR033W
485,YCL028W,0.921992693,486,YCL030C
485,YCL028W,0.935134864,487,YCL044C
485,YCL028W,0.895050462,491,YCL052C
4864,YDR034C-A,0.973210217,4865,YDR034C-D
4864,YDR034C-A,0.923723967,4866,YDR035W
4865,YDR034C-D,0.977361941,4866,YDR035W
4868,YDR039C,0.938783692,4869,YDR041W
486,YCL030C,0.961505881,487,YCL044C
486,YCL030C,0.892057745,490,YCL050C
486,YCL030C,0.947401685,491,YCL052C
487,YCL044C,0.923707302,490,YCL050C
487,YCL044C,0.965679348,491,YCL052C
4884,YDR377W,0.905679642,4885,YDR379W
4886,YDR381W,0.894539398,4887,YDR383C
4886,YDR381W,0.892221155,4888,YDR397C
4886,YDR381W,0.931686837,4889,YDR399W
4887,YDR383C,0.924998771,4888,YDR397C
4888,YDR397C,0.887739449,4889,YDR399W
48,YBL043W,0.894401843,49,YBR223C
48,YBL043W,0.918736789,50,YBR225W
4904,YER102W,0.932398103,4905,YER104W
4906,YER119C,0.936373650,4907,YER120W
4907,YER120W,0.946408325,4908,YER122C
490,YCL050C,0.951085386,491,YCL052C
4916,YER148W,0.929603602,4917,YER150W
4922,YER171W,0.940438679,4923,YER173W
4936,YGL198W,0.966940227,4937,YGL200C
495,YCR002C,0.872335695,498,YCR008W
495,YCR002C,0.883330512,499,YCR020C-A
495,YCR002C,0.874781904,504,YCR028C
496,YCR004C,0.980178917,497,YCR006C
496,YCR004C,0.983655529,498,YCR008W
496,YCR004C,0.989016381,499,YCR020C-A
496,YCR004C,0.965168490,500,YCR021C
496,YCR004C,0.966957346,501,YCR023C
496,YCR004C,0.977459468,502,YCR024C-A
496,YCR004C,0.983779504,503,YCR026C
496,YCR004C,0.980742440,504,YCR028C
496,YCR004C,0.975074593,505,YDL224C
497,YCR006C,0.978466715,498,YCR008W
497,YCR006C,0.973535620,499,YCR020C-A
497,YCR006C,0.944893386,500,YCR021C
497,YCR006C,0.932291659,501,YCR023C
497,YCR006C,0.992186763,502,YCR024C-A
497,YCR006C,0.981773489,503,YCR026C
497,YCR006C,0.962244724,504,YCR028C
497,YCR006C,0.958188681,505,YDL224C
4982,YIL093C,0.973333260,4984,YIL109C
498,YCR008W,0.985301842,499,YCR020C-A
498,YCR008W,0.964445213,500,YCR021C
498,YCR008W,0.964974008,501,YCR023C
498,YCR008W,0.976962607,502,YCR024C-A
498,YCR008W,0.979343289,503,YCR026C
498,YCR008W,0.967364032,504,YCR028C
498,YCR008W,0.981649871,505,YDL224C
4990,YIL133C,0.937575092,4991,YIL135C
499,YCR020C-A,0.988253726,500,YCR021C
499,YCR020C-A,0.980709879,501,YCR023C
499,YCR020C-A,0.972961994,502,YCR024C-A
499,YCR020C-A,0.979901822,503,YCR026C
499,YCR020C-A,0.989059207,504,YCR028C
499,YCR020C-A,0.965681740,505,YDL224C
4,YPR149W,0.972825036,5,YPR151C
4,YPR149W,0.955516284,6,YPR153W
4,YPR149W,0.922050413,7,YPR163C
4,YPR149W,0.971226140,8,YPR165W
4,YPR149W,0.910747680,9,YPR167C
4,YPR149W,0.964559584,10,YPR169W
500,YCR021C,0.971728447,501,YCR023C
500,YCR021C,0.946195689,502,YCR024C-A
500,YCR021C,0.963750216,503,YCR026C
500,YCR021C,0.967672593,504,YCR028C
500,YCR021C,0.933607847,505,YDL224C
501,YCR023C,0.928866850,502,YCR024C-A
501,YCR023C,0.950927068,503,YCR026C
501,YCR023C,0.987149509,504,YCR028C
501,YCR023C,0.972211941,505,YDL224C
5028,YJR027W,0.990855327,5029,YJR029W
502,YCR024C-A,0.977394547,503,YCR026C
502,YCR024C-A,0.952403701,504,YCR028C
502,YCR024C-A,0.959483951,505,YDL224C
5032,YJR047C,0.982766925,5033,YJR049C
5039,YJR073C,0.979962122,5041,YJR077C
503,YCR026C,0.964901542,504,YCR028C
503,YCR026C,0.962709600,505,YDL224C
5042,YJR079W,0.896172395,5043,YJR082C
504,YCR028C,0.966219764,505,YDL224C
5060,YKR046C,0.969673695,5061,YKR048C
5060,YKR046C,0.921287494,5062,YKR062W
5061,YKR048C,0.880564365,5062,YKR062W
5078,YLR227W-B,0.943306371,5079,YLR229C
5078,YLR227W-B,0.982054415,5081,YLR245C
5079,YLR229C,0.914937170,5081,YLR245C
507,YDL228C,0.894867157,508,YDL230W
5098,YML118W,0.910556495,5099,YML120C
5103,YML128C,0.925858521,5104,YMR009W
5103,YML128C,0.979596269,5105,YMR011W
5104,YMR009W,0.883056016,5105,YMR011W
510,YDL234C,0.980397027,511,YDL248W
510,YDL234C,0.958326477,512,YDR002W
510,YDL234C,0.880076553,513,YDR004W
510,YDL234C,0.963472061,514,YDR006C
5111,YMR034C,0.920849231,5112,YMR036C
511,YDL248W,0.970144137,512,YDR002W
511,YDL248W,0.954511281,514,YDR006C
512,YDR002W,0.907566106,514,YDR006C
5159,YOL036W,0.926725610,5160,YOL038W
5165,YOR176W,0.903853907,5166,YOR178C
519,YDR028C,0.938619575,520,YDR030C
519,YDR028C,0.972537182,521,YDR032C
5207,YPL230W,0.929878073,5208,YPL232W
5207,YPL230W,0.940115051,5209,YPL234C
5208,YPL232W,0.895797199,5209,YPL234C
520,YDR030C,0.947445316,521,YDR032C
5222,YPR081C,0.882469322,5223,YPR083W
5222,YPR081C,0.896778846,5224,YPR097W
522,YDR034C,0.910375651,524,YDR046C
5233,YPR127W,0.886163255,5235,YPR131C
5238,Q0050,0.933023509,5240,Q0070
5238,Q0050,0.902392191,5241,Q0080
5239,Q0060,0.888523723,5240,Q0070
5239,Q0060,0.888215182,5241,Q0080
5239,Q0060,0.979014424,5242,Q0250
5240,Q0070,0.992314506,5241,Q0080
5240,Q0070,0.895005240,5242,Q0250
5241,Q0080,0.885715284,5242,Q0250
5244,YAL001C,0.930993417,5245,YAL003W
5244,YAL001C,0.929098565,5246,YAL005C
5244,YAL001C,0.976620328,5247,YAL008W
5244,YAL001C,0.958486517,5248,YAL022C
5245,YAL003W,0.966875110,5246,YAL005C
5245,YAL003W,0.944406438,5247,YAL008W
5246,YAL005C,0.894310638,5247,YAL008W
5247,YAL008W,0.960366921,5248,YAL022C
5250,YAL026C,0.898846810,5252,YAL030W
5250,YAL026C,0.929013119,5253,YAL032C
5251,YAL028W,0.912808341,5252,YAL030W
5252,YAL030W,0.931424093,5253,YAL032C
5253,YAL032C,0.901620536,5254,YAL043C-A
5257,YAL049C,0.970947531,5259,YAL055W
5257,YAL049C,0.993599454,5260,YBR127C
5257,YAL049C,0.900734311,5261,YBR129C
5259,YAL055W,0.954532430,5260,YBR127C
5259,YAL055W,0.892206529,5261,YBR129C
5260,YBR127C,0.893991142,5261,YBR129C
5270,YBR159W,0.957482838,5271,YBR161W
5283,YBR208C,0.929870588,5284,YDL034W
528,YDR054C,0.988689367,529,YDR341C
528,YDR054C,0.968744278,530,YDR343C
528,YDR054C,0.984145749,531,YDR345C
528,YDR054C,0.918133028,532,YDR347W
528,YDR054C,0.877364004,533,YDR349C
528,YDR054C,0.925808884,534,YDR351W
528,YDR054C,0.968058974,535,YDR364C
528,YDR054C,0.929908689,536,YDR365W-A
528,YDR054C,0.915718504,537,YDR366C
528,YDR054C,0.946945169,538,YDR368W
5294,YDL065C,0.881715189,5295,YDL067C
5294,YDL065C,0.881863418,5296,YDL081C
5294,YDL065C,0.907997880,5297,YDL083C
5294,YDL065C,0.954432482,5298,YDL085W
5295,YDL067C,0.928361406,5297,YDL083C
5295,YDL067C,0.961534787,5298,YDL085W
5296,YDL081C,0.973230068,5297,YDL083C
5296,YDL081C,0.904885692,5298,YDL085W
5297,YDL083C,0.954167146,5298,YDL085W
529,YDR341C,0.985794615,530,YDR343C
529,YDR341C,0.992736476,531,YDR345C
529,YDR341C,0.934576024,532,YDR347W
529,YDR341C,0.914236883,534,YDR351W
529,YDR341C,0.967567800,535,YDR364C
529,YDR341C,0.907984685,536,YDR365W-A
529,YDR341C,0.897937511,537,YDR366C
529,YDR341C,0.952993193,538,YDR368W
52,YBR229C,0.969165571,53,YBR231C
